index,Ticker,SimFinId,Currency,Fiscal Year,Fiscal Period,Report Date,Publish Date,Restated Date,Shares (Basic),Shares (Diluted),Revenue,Cost of Revenue,Gross Profit,Operating Expenses,"Selling, General & Administrative",Research & Development,Depreciation & Amortization,Operating Income (Loss),Non-Operating Income (Loss),"Interest Expense, Net","Pretax Income (Loss), Adj.",Abnormal Gains (Losses),Pretax Income (Loss),"Income Tax (Expense) Benefit, Net",Income (Loss) from Continuing Operations,Net Extraordinary Gains (Losses),Net Income,Net Income (Common)
13235,CVX,248396,USD,2024,Q2,2024-06-30,2024-08-07,2025-08-07,1825842000.0,1833431000.0,49574000000.0,-30867000000.0,18707000000.0,-13117000000.0,-1048000000.0,-263000000.0,-4004000000.0,5590000000.0,1494000000.0,-113000000.0,7084000000.0,-48000000.0,7036000000,-2593000000.0,4443000000,,4434000000,4434000000
13236,CVX,248396,USD,2024,Q3,2024-09-30,2024-11-07,2025-11-06,1800336000.0,1807030000.0,48926000000.0,-30450000000.0,18476000000.0,-13517000000.0,-1191000000.0,-154000000.0,-4214000000.0,4959000000.0,1579000000.0,-164000000.0,6538000000.0,-49000000.0,6489000000,-1993000000.0,4496000000,,4487000000,4487000000
14358,DIS,261356,USD,2020,Q1,2019-12-31,2020-01-04,2021-02-11,1805000000.0,1817000000.0,20877000000.0,-13034000000.0,7843000000.0,-5008000000.0,-3709000000.0,,-1299000000.0,2835000000.0,-59000000.0,-283000000.0,2776000000.0,-150000000.0,2626000000,-458000000.0,2168000000,-21000000.0,2107000000,2107000000
14359,DIS,261356,USD,2020,Q2,2020-03-31,2020-04-05,2021-05-13,1808000000.0,1816000000.0,18025000000.0,-11937000000.0,6088000000.0,-4727000000.0,-3393000000.0,,-1334000000.0,1361000000.0,-165000000.0,-300000000.0,1196000000.0,-145000000.0,1051000000,-523000000.0,528000000,-8000000.0,460000000,460000000
14360,DIS,261356,USD,2020,Q3,2020-06-30,2020-07-04,2021-08-12,1809000000.0,1809000000.0,11779000000.0,-7896000000.0,3883000000.0,-3832000000.0,-2455000000.0,,-1377000000.0,51000000.0,156000000.0,-412000000.0,207000000.0,-5047000000.0,-4840000000,331000000.0,-4509000000,-3000000.0,-4721000000,-4721000000
14361,DIS,261356,USD,2020,Q4,2020-09-30,2020-11-25,2021-08-12,1810000000.0,1790000000.0,14707000000.0,-11013000000.0,3694000000.0,-4147000000.0,-2812000000.0,,-1335000000.0,-453000000.0,266000000.0,-496000000.0,-187000000.0,-393000000.0,-580000000,-49000000.0,-629000000,0.0,-710000000,-710000000
14362,DIS,261356,USD,2021,Q1,2020-12-31,2021-02-11,2022-02-09,1812000000.0,1823000000.0,16249000000.0,-11775000000.0,4474000000.0,-4215000000.0,-2917000000.0,,-1298000000.0,259000000.0,-100000000.0,-324000000.0,159000000.0,-113000000.0,46000000,-16000000.0,30000000,-12000000.0,17000000,17000000
14363,DIS,261356,USD,2021,Q2,2021-03-31,2021-05-13,2022-05-11,1817000000.0,1829000000.0,15613000000.0,-9782000000.0,5831000000.0,-4385000000.0,-3113000000.0,,-1272000000.0,1446000000.0,198000000.0,-320000000.0,1644000000.0,-414000000.0,1230000000,-108000000.0,1122000000,-11000000.0,901000000,901000000
14364,DIS,261356,USD,2021,Q3,2021-06-30,2021-08-12,2022-08-10,1818000000.0,1830000000.0,17022000000.0,-11233000000.0,5789000000.0,-4434000000.0,-3168000000.0,,-1266000000.0,1355000000.0,-325000000.0,-445000000.0,1030000000.0,-35000000.0,995000000,133000000.0,1128000000,-5000000.0,918000000,918000000
14365,DIS,261356,USD,2021,Q4,2021-09-30,2021-11-24,2022-08-10,1817000000.0,1830000000.0,18534000000.0,-12341000000.0,6193000000.0,-5594000000.0,-4319000000.0,,-1275000000.0,599000000.0,-217000000.0,-317000000.0,382000000.0,-92000000.0,290000000,-34000000.0,256000000,-1000000.0,159000000,159000000
14366,DIS,261356,USD,2022,Q1,2021-12-31,2022-02-09,2023-02-08,1818000000.0,1830000000.0,21819000000.0,-14567000000.0,7252000000.0,-5056000000.0,-3787000000.0,,-1269000000.0,2196000000.0,-508000000.0,-311000000.0,1688000000.0,,1688000000,-488000000.0,1200000000,-48000000.0,1104000000,1104000000
14367,DIS,261356,USD,2022,Q2,2022-03-31,2022-05-11,2023-05-10,1819000000.0,1828000000.0,19249000000.0,-12594000000.0,6655000000.0,-5055000000.0,-3768000000.0,,-1287000000.0,1600000000.0,-303000000.0,-355000000.0,1297000000.0,-195000000.0,1102000000,-505000000.0,597000000,,470000000,470000000
14368,DIS,261356,USD,2022,Q3,2022-06-30,2022-08-10,2023-08-09,1825000000.0,1825000000.0,21504000000.0,-13682000000.0,7822000000.0,-5390000000.0,-4100000000.0,,-1290000000.0,2432000000.0,-271000000.0,-360000000.0,2161000000.0,-42000000.0,2119000000,-617000000.0,1502000000,,1409000000,1409000000
14369,DIS,261356,USD,2022,Q4,2022-09-30,2022-11-29,2023-08-09,1846000000.0,1825000000.0,20150000000.0,-13558000000.0,6592000000.0,-6050000000.0,-4733000000.0,,-1317000000.0,542000000.0,-166000000.0,-371000000.0,376000000.0,0.0,376000000,-122000000.0,254000000,0.0,162000000,162000000
14370,DIS,261356,USD,2023,Q1,2022-12-31,2023-02-08,2024-02-07,1827000000.0,1827000000.0,23512000000.0,-16386000000.0,7126000000.0,-5133000000.0,-3827000000.0,,-1306000000.0,1993000000.0,-151000000.0,-300000000.0,1842000000.0,-69000000.0,1773000000,-412000000.0,1361000000,,1279000000,1279000000
14371,DIS,261356,USD,2023,Q2,2023-03-31,2023-05-10,2024-05-07,1828000000.0,1831000000.0,21815000000.0,-14616000000.0,7199000000.0,-4924000000.0,-3614000000.0,,-1310000000.0,2275000000.0,0.0,-322000000.0,2275000000.0,-152000000.0,2123000000,-635000000.0,1488000000,,1271000000,1271000000
14372,DIS,261356,USD,2023,Q3,2023-06-30,2023-08-09,2024-08-07,1829000000.0,1829000000.0,22330000000.0,-14471000000.0,7859000000.0,-5218000000.0,-3874000000.0,,-1344000000.0,2641000000.0,-125000000.0,-305000000.0,2516000000.0,-2650000000.0,-134000000,-19000000.0,-153000000,,-460000000,-460000000
14373,DIS,261356,USD,2023,Q4,2023-09-30,2023-11-21,2024-08-07,1828000000.0,1833000000.0,21241000000.0,-13728000000.0,7513000000.0,-5430000000.0,-4021000000.0,,-1409000000.0,2083000000.0,-55000000.0,-282000000.0,2028000000.0,-1021000000.0,1007000000,-313000000.0,694000000,,264000000,264000000
14374,DIS,261356,USD,2024,Q1,2023-12-31,2024-02-07,2025-02-05,1832000000.0,1835000000.0,23549000000.0,-15587000000.0,7962000000.0,-5026000000.0,-3783000000.0,,-1243000000.0,2936000000.0,-65000000.0,-246000000.0,2871000000.0,,2871000000,-720000000.0,2151000000,,1911000000,1911000000
14375,DIS,261356,USD,2024,Q2,2024-03-31,2024-05-07,2025-05-07,1834000000.0,1841000000.0,22083000000.0,-14172000000.0,7911000000.0,-5032000000.0,-3790000000.0,,-1242000000.0,2879000000.0,-170000000.0,-311000000.0,2709000000.0,-2052000000.0,657000000,-441000000.0,216000000,,-20000000,-20000000
14376,DIS,261356,USD,2024,Q3,2024-06-30,2024-08-07,2025-08-06,1821000000.0,1829000000.0,23155000000.0,-14709000000.0,8446000000.0,-5092000000.0,-3872000000.0,,-1220000000.0,3354000000.0,-261000000.0,-342000000.0,3093000000.0,,3093000000,-251000000.0,2842000000,,2621000000,2621000000
14377,DIS,261356,USD,2024,Q4,2024-09-30,2024-11-14,2025-08-06,1813000000.0,1819000000.0,22574000000.0,-14230000000.0,8344000000.0,-5599000000.0,-4314000000.0,,-1285000000.0,2745000000.0,-254000000.0,-361000000.0,2491000000.0,-1543000000.0,948000000,-384000000.0,564000000,,460000000,460000000
19863,GE,244314,USD,2019,Q4,2019-12-31,2020-02-24,2019-10-30,1751758373.0,1748748824.0,21245000000.0,-13903000000.0,7342000000.0,-6643000000.0,-3686000000.0,-3118000000.0,,699000000.0,1072000000.0,345000000.0,1771000000.0,-1403000000.0,368000000,-553000000.0,-185000000,906000000.0,728000000,538000000
19864,GE,244314,USD,2020,Q1,2020-03-31,2020-04-29,2021-04-27,1753965376.0,1755369832.0,19490000000.0,-14427000000.0,5063000000.0,-3809000000.0,-3061000000.0,-723000000.0,,1254000000.0,5672000000.0,-561000000.0,6926000000.0,-618000000.0,6308000000,-54000000.0,6254000000,-21000000.0,6199000000,6156000000
19865,GE,244314,USD,2020,Q2,2020-06-30,2020-07-29,2020-07-29,1755570469.0,1755570469.0,17750000000.0,-15083000000.0,2667000000.0,-3208000000.0,-3079000000.0,,,-541000000.0,517000000.0,-997000000.0,-24000000.0,-2315000000.0,-2339000000,199000000.0,-2140000000,7000000.0,-1988000000,-2180000000
19866,GE,244314,USD,2020,Q3,2020-09-30,2020-10-28,2020-10-28,1756774289.0,1756774289.0,19417000000.0,-15275000000.0,4142000000.0,-3311000000.0,-3227000000.0,,,831000000.0,-1886000000.0,-745000000.0,-1055000000.0,-605000000.0,-1660000000,501000000.0,-1159000000,-35000000.0,-1143000000,-1189000000
19867,GE,244314,USD,2020,Q4,2020-12-31,2021-01-26,2023-02-10,1758379382.0,1763395297.0,23006000000.0,-15662000000.0,7344000000.0,-6661000000.0,-3595000000.0,-636000000.0,,683000000.0,1863000000.0,-1052000000.0,2546000000.0,-942000000.0,1604000000,465000000.0,2069000000,-878000000.0,1186000000,712000000
19868,GE,244314,USD,2021,Q1,2021-03-31,2021-04-27,2022-04-26,1759984475.0,1767006756.0,17071000000.0,-12537000000.0,4534000000.0,-3455000000.0,-2894000000.0,-561000000.0,,1079000000.0,-410000000.0,-500000000.0,669000000.0,-430000000.0,239000000,-142000000.0,97000000,-2894000000.0,-2802000000,-2874000000
19869,GE,244314,USD,2021,Q2,2021-06-30,2021-07-27,2022-04-26,1759984475.0,1767006756.0,18253000000.0,-13619000000.0,4634000000.0,-3468000000.0,-2864000000.0,-604000000.0,,1166000000.0,-270000000.0,-487000000.0,896000000.0,-1933000000.0,-1037000000,467000000.0,-570000000,-564000000.0,-1130000000,-1187000000
19870,GE,244314,USD,2021,Q3,2021-09-30,2021-10-25,2022-10-25,1763997207.0,1763997207.0,18569000000.0,-13402000000.0,5167000000.0,-3372000000.0,-2745000000.0,-627000000.0,,1795000000.0,-538000000.0,-462000000.0,1257000000.0,-674000000.0,583000000,-2000000.0,581000000,602000000.0,1256000000,1204000000
19871,GE,244314,USD,2021,Q4,2021-12-31,2022-02-11,2021-10-26,1763997207.0,1763997207.0,4832000000.0,-3796000000.0,1036000000.0,133000000.0,23000000.0,110000000.0,,1169000000.0,-1237000000.0,-1037000000.0,-68000000.0,-6677000000.0,-6745000000,758000000.0,-5987000000,-1465000000.0,-7359000000,-7457000000
19872,GE,244314,USD,2022,Q1,2022-03-31,2022-04-26,2023-04-25,1763997207.0,1763997207.0,12674000000.0,,,-13184000000.0,-2725000000.0,-403000000.0,,-510000000.0,49000000.0,,-461000000.0,-719000000.0,-1180000000,-29000000.0,-1209000000,101000000.0,-1136000000,-1188000000
19873,GE,244314,USD,2022,Q2,2022-06-30,2022-07-25,2023-07-25,1766669652.0,1766669652.0,14128000000.0,-10525000000.0,3603000000.0,-2256000000.0,-1817000000.0,-439000000.0,,1347000000.0,-1494000000.0,-368000000.0,-147000000.0,-817000000.0,-964000000,-161000000.0,-1125000000,264000000.0,-880000000,-947000000
19874,GE,244314,USD,2022,Q3,2022-09-30,2022-10-25,2023-10-24,1763997207.0,1763997207.0,14471000000.0,-11534000000.0,2937000000.0,-2392000000.0,-1966000000.0,-426000000.0,,545000000.0,-100000000.0,-374000000.0,445000000.0,-675000000.0,-230000000,-13000000.0,-243000000,409000000.0,162000000,89000000
19875,GE,244314,USD,2022,Q4,2022-12-31,2023-01-24,2024-02-02,208511934.0,208511934.0,16826000000.0,-12439000000.0,4387000000.0,-3181000000.0,-2664000000.0,-517000000.0,,1206000000.0,1932000000.0,-347000000.0,3138000000.0,-1559000000.0,1579000000,206000000.0,1785000000,427000000.0,2196000000,2099000000
19876,GE,244314,USD,2023,Q1,2023-03-31,2023-04-25,2024-04-23,1089000000.0,1097000000.0,14485000000.0,-10729000000.0,3756000000.0,-2573000000.0,-2142000000.0,-431000000.0,,1183000000.0,6197000000.0,-269000000.0,7380000000.0,-889000000.0,6491000000,-271000000.0,6220000000,1257000000.0,7504000000,7359000000
19877,GE,244314,USD,2023,Q2,2023-06-30,2023-07-25,2024-07-23,1364517000.0,1375794000.0,8754000000.0,-5692000000.0,3062000000.0,-1152000000.0,-913000000.0,-239000000.0,,1910000000.0,496000000.0,-249000000.0,2406000000.0,-898000000.0,1508000000,-253000000.0,1255000000,-1218000000.0,33000000,-25000000
19878,GE,244314,USD,2023,Q3,2023-09-30,2023-10-24,2024-10-22,1363264000.0,1377047000.0,9302000000.0,-5992000000.0,3310000000.0,-1248000000.0,-1001000000.0,-247000000.0,,2062000000.0,-871000000.0,-270000000.0,1191000000.0,-857000000.0,334000000,-26000000.0,308000000,31000000.0,353000000,262000000
19879,GE,244314,USD,2023,Q4,2023-12-31,2024-02-02,2024-02-02,1641287000.0,1658347000.0,42062000000.0,-33709000000.0,8353000000.0,-7541000000.0,-6349000000.0,-1192000000.0,,812000000.0,1877000000.0,-351000000.0,2689000000.0,-1261000000.0,1428000000,-669000000.0,759000000,829000000.0,1588000000,1588000000
19880,GE,244314,USD,2024,Q1,2024-03-31,2024-04-23,2024-04-23,1091000000.0,1103000000.0,16053000000.0,-11620000000.0,4433000000.0,-2776000000.0,-2269000000.0,-507000000.0,,1657000000.0,1193000000.0,-278000000.0,2850000000.0,-982000000.0,1868000000,-318000000.0,1550000000,14000000.0,1537000000,1537000000
19881,GE,244314,USD,2024,Q2,2024-06-30,2024-07-23,2024-07-23,1089000000.0,1100000000.0,9093000000.0,-5575000000.0,3518000000.0,-1224000000.0,-924000000.0,-300000000.0,,2294000000.0,-107000000.0,-248000000.0,2187000000.0,-742000000.0,1445000000,-125000000.0,1320000000,-54000000.0,1264000000,1264000000
19882,GE,244314,USD,2024,Q3,2024-09-30,2024-10-22,2024-10-22,1083000000.0,1093000000.0,9842000000.0,-6226000000.0,3616000000.0,-1661000000.0,-1330000000.0,-331000000.0,,1955000000.0,977000000.0,-251000000.0,2932000000.0,-1039000000.0,1893000000,-198000000.0,1695000000,147000000.0,1852000000,1852000000
21921,HD,261673,USD,2019,Q4,2020-01-31,2020-03-25,2020-11-24,1087000000.0,1089000000.0,25782000000.0,-17046000000.0,8736000000.0,-5333000000.0,-4814000000.0,,-519000000.0,3403000000.0,-292000000.0,-292000000.0,3111000000.0,,3111000000,-630000000.0,2481000000,,2481000000,2481000000
21922,HD,261673,USD,2020,Q1,2020-04-30,2020-05-27,2021-05-25,1073000000.0,1077000000.0,28260000000.0,-18635000000.0,9625000000.0,-6349000000.0,-5829000000.0,,-520000000.0,3276000000.0,-307000000.0,-307000000.0,2969000000.0,,2969000000,-724000000.0,2245000000,,2245000000,2245000000
21923,HD,261673,USD,2020,Q2,2020-07-31,2020-08-25,2021-08-24,1073000000.0,1077000000.0,38053000000.0,-25112000000.0,12941000000.0,-6874000000.0,-6355000000.0,,-519000000.0,6067000000.0,-337000000.0,-337000000.0,5730000000.0,,5730000000,-1398000000.0,4332000000,,4332000000,4332000000
21924,HD,261673,USD,2020,Q3,2020-10-31,2020-11-24,2021-11-23,1073000000.0,1078000000.0,33536000000.0,-22080000000.0,11456000000.0,-6604000000.0,-6076000000.0,,-528000000.0,4852000000.0,-329000000.0,-329000000.0,4523000000.0,,4523000000,-1091000000.0,3432000000,,3432000000,3432000000
21925,HD,261673,USD,2020,Q4,2021-01-31,2021-03-24,2020-11-24,1077000000.0,1080000000.0,32261000000.0,-21430000000.0,10831000000.0,-6748000000.0,-6187000000.0,,-561000000.0,4083000000.0,-327000000.0,-374000000.0,3756000000.0,,3756000000,-899000000.0,2857000000,,2857000000,2857000000
21926,HD,261673,USD,2021,Q1,2021-04-30,2021-05-25,2022-05-24,1071000000.0,1075000000.0,37500000000.0,-24758000000.0,12742000000.0,-6961000000.0,-6374000000.0,,-587000000.0,5781000000.0,-333000000.0,-339000000.0,5448000000.0,,5448000000,-1303000000.0,4145000000,,4145000000,4145000000
21927,HD,261673,USD,2021,Q2,2021-07-31,2021-08-24,2022-08-23,1058000000.0,1062000000.0,41118000000.0,-27453000000.0,13665000000.0,-7026000000.0,-6433000000.0,,-593000000.0,6639000000.0,-321000000.0,-326000000.0,6318000000.0,,6318000000,-1511000000.0,4807000000,,4807000000,4807000000
21928,HD,261673,USD,2021,Q3,2021-10-31,2021-11-23,2022-11-22,1064000000.0,1068000000.0,36820000000.0,-24257000000.0,12563000000.0,-6768000000.0,-6168000000.0,,-600000000.0,5795000000.0,-326000000.0,-341000000.0,5469000000.0,,5469000000,-1340000000.0,4129000000,,4129000000,4129000000
21929,HD,261673,USD,2021,Q4,2022-01-31,2022-03-23,2022-11-22,1049000000.0,1053000000.0,35719000000.0,-23857000000.0,11862000000.0,-7037000000.0,-6431000000.0,,-606000000.0,4825000000.0,-323000000.0,-341000000.0,4502000000.0,,4502000000,-1150000000.0,3352000000,,3352000000,3352000000
21930,HD,261673,USD,2022,Q1,2022-04-30,2022-05-24,2023-05-23,1038000000.0,1043000000.0,38908000000.0,-25763000000.0,13145000000.0,-7216000000.0,-6610000000.0,,-606000000.0,5929000000.0,-369000000.0,-372000000.0,5560000000.0,,5560000000,-1329000000.0,4231000000,,4231000000,4231000000
21931,HD,261673,USD,2022,Q2,2022-07-31,2022-08-23,2023-08-22,1023000000.0,1025000000.0,43792000000.0,-29309000000.0,14483000000.0,-7273000000.0,-6657000000.0,,-616000000.0,7210000000.0,-379000000.0,-381000000.0,6831000000.0,,6831000000,-1658000000.0,5173000000,,5173000000,5173000000
21932,HD,261673,USD,2022,Q3,2022-10-31,2022-11-22,2023-11-21,1020000000.0,1023000000.0,38872000000.0,-25648000000.0,13224000000.0,-7076000000.0,-6468000000.0,,-608000000.0,6148000000.0,-406000000.0,-413000000.0,5742000000.0,,5742000000,-1403000000.0,4339000000,,4339000000,4339000000
21933,HD,261673,USD,2022,Q4,2023-01-31,2023-03-15,2023-11-21,1007000000.0,1009000000.0,35831000000.0,-23905000000.0,11926000000.0,-7174000000.0,-6549000000.0,,-625000000.0,4752000000.0,-408000000.0,-451000000.0,4344000000.0,,4344000000,-982000000.0,3362000000,,3362000000,3362000000
21934,HD,261673,USD,2023,Q1,2023-04-30,2023-05-23,2024-05-21,1010000000.0,1013000000.0,37257000000.0,-24700000000.0,12557000000.0,-7006000000.0,-6355000000.0,,-651000000.0,5551000000.0,-441000000.0,-474000000.0,5110000000.0,,5110000000,-1237000000.0,3873000000,,3873000000,3873000000
21935,HD,261673,USD,2023,Q2,2023-07-31,2023-08-22,2024-08-20,1000000000.0,1003000000.0,42916000000.0,-28759000000.0,14157000000.0,-7568000000.0,-6915000000.0,,-653000000.0,6589000000.0,-428000000.0,-469000000.0,6161000000.0,,6161000000,-1502000000.0,4659000000,,4659000000,4659000000
21936,HD,261673,USD,2023,Q3,2023-10-31,2023-11-21,2024-11-19,996000000.0,999000000.0,37710000000.0,-24972000000.0,12738000000.0,-7332000000.0,-6649000000.0,,-683000000.0,5406000000.0,-438000000.0,-487000000.0,4968000000.0,,4968000000,-1158000000.0,3810000000,,3810000000,3810000000
21937,HD,261673,USD,2023,Q4,2024-01-31,2024-03-13,2024-11-19,990000000.0,993000000.0,34786000000.0,-23278000000.0,11508000000.0,-7365000000.0,-6679000000.0,,-686000000.0,4143000000.0,-458000000.0,-513000000.0,3685000000.0,,3685000000,-884000000.0,2801000000,,2801000000,2801000000
21938,HD,261673,USD,2024,Q1,2024-04-30,2024-05-21,2025-05-28,989000000.0,992000000.0,36418000000.0,-23985000000.0,12433000000.0,-7354000000.0,-6667000000.0,,-687000000.0,5079000000.0,-428000000.0,-485000000.0,4651000000.0,,4651000000,-1051000000.0,3600000000,,3600000000,3600000000
21939,HD,261673,USD,2024,Q2,2024-07-31,2024-08-20,2025-08-26,990000000.0,992000000.0,43175000000.0,-28759000000.0,14416000000.0,-7882000000.0,-7144000000.0,,-738000000.0,6534000000.0,-489000000.0,-573000000.0,6045000000.0,,6045000000,-1484000000.0,4561000000,,4561000000,4561000000
21940,HD,261673,USD,2024,Q3,2024-10-31,2024-11-19,2024-11-19,991000000.0,993000000.0,40217000000.0,-26792000000.0,13425000000.0,-8007000000.0,-7212000000.0,,-795000000.0,5418000000.0,-595000000.0,-625000000.0,4823000000.0,,4823000000,-1175000000.0,3648000000,,3648000000,3648000000
23685,IBM,69543,USD,2019,Q4,2019-12-31,2020-02-25,2020-10-27,927863586.0,934855155.0,2344000000.0,3802000000.0,6146000000.0,-5070000000.0,-3553000000.0,-1517000000.0,,1076000000.0,-192000000.0,-354000000.0,884000000.0,150000000.0,1034000000,347000000.0,1381000000,2290000000.0,3671000000,3671000000
23686,IBM,69543,USD,2020,Q1,2020-03-31,2020-04-28,2021-04-27,928848000.0,936170000.0,17570000000.0,-9648000000.0,7922000000.0,-7580000000.0,-5955000000.0,-1625000000.0,,342000000.0,-508000000.0,-326000000.0,-166000000.0,116000000.0,-50000000,1226000000.0,1176000000,-1000000.0,1175000000,1175000000
23687,IBM,69543,USD,2020,Q2,2020-06-30,2020-07-28,2021-07-27,930312400.0,936065400.0,18123000000.0,-9424000000.0,8699000000.0,-6830000000.0,-5248000000.0,-1582000000.0,,1869000000.0,-502000000.0,-323000000.0,1367000000.0,203000000.0,1570000000,-209000000.0,1361000000,-1000000.0,1360000000,1360000000
23688,IBM,69543,USD,2020,Q3,2020-09-30,2020-10-27,2021-11-05,932404400.0,938575800.0,17561000000.0,-9130000000.0,8431000000.0,-6162000000.0,-4647000000.0,-1515000000.0,,2269000000.0,-576000000.0,-323000000.0,1693000000.0,134000000.0,1827000000,-128000000.0,1699000000,-1000000.0,1698000000,1698000000
23689,IBM,69543,USD,2020,Q4,2020-12-31,2021-02-23,2021-11-05,933654073.0,940412455.0,1926000000.0,3887000000.0,5813000000.0,-6252000000.0,-4712000000.0,-1540000000.0,,-439000000.0,-505000000.0,-317000000.0,-944000000.0,167000000.0,-777000000,472000000.0,-305000000,1660000000.0,1355000000,1355000000
23690,IBM,69543,USD,2021,Q1,2021-03-31,2021-04-27,2022-04-26,934705600.0,943178200.0,13187000000.0,-6160000000.0,7027000000.0,-6304000000.0,-4688000000.0,-1616000000.0,,723000000.0,-626000000.0,-280000000.0,97000000.0,146000000.0,243000000,160000000.0,403000000,552000000.0,955000000,955000000
23691,IBM,69543,USD,2021,Q2,2021-06-30,2021-07-27,2022-07-25,854094400.0,862821800.0,14218000000.0,-6365000000.0,7853000000.0,-6490000000.0,-4849000000.0,-1641000000.0,,1363000000.0,-583000000.0,-281000000.0,780000000.0,133000000.0,913000000,-101000000.0,812000000,515000000.0,1327000000,1327000000
23692,IBM,69543,USD,2021,Q3,2021-09-30,2021-11-05,2022-10-25,897100000.0,906000000.0,13251000000.0,-6145000000.0,7106000000.0,-5912000000.0,-4306000000.0,-1606000000.0,,1194000000.0,-534000000.0,-290000000.0,660000000.0,153000000.0,813000000,224000000.0,1037000000,93000000.0,1130000000,1130000000
23693,IBM,69543,USD,2021,Q4,2021-12-31,2022-02-22,2022-10-25,879700000.0,853600000.0,16694000000.0,-7194000000.0,9500000000.0,-6528000000.0,-4903000000.0,-1625000000.0,,2972000000.0,327000000.0,-303000000.0,3299000000.0,-431000000.0,2868000000,-406000000.0,2462000000,-130000000.0,2332000000,2332000000
23694,IBM,69543,USD,2022,Q1,2022-03-31,2022-04-26,2023-04-25,898200000.0,906600000.0,14197000000.0,-6862000000.0,7335000000.0,-6276000000.0,-4597000000.0,-1679000000.0,,1059000000.0,-557000000.0,-311000000.0,502000000.0,121000000.0,623000000,39000000.0,662000000,71000000.0,733000000,733000000
23695,IBM,69543,USD,2022,Q2,2022-06-30,2022-07-25,2023-07-25,899300000.0,909200000.0,15535000000.0,-7245000000.0,8290000000.0,-6528000000.0,-4855000000.0,-1673000000.0,,1762000000.0,-216000000.0,-297000000.0,1546000000.0,176000000.0,1722000000,-257000000.0,1465000000,-73000000.0,1392000000,1392000000
23696,IBM,69543,USD,2022,Q3,2022-09-30,2022-10-25,2023-10-31,904100000.0,904100000.0,14106000000.0,-6677000000.0,7429000000.0,-6002000000.0,-4391000000.0,-1611000000.0,,1427000000.0,-6050000000.0,-295000000.0,-4623000000.0,121000000.0,-4502000000,1287000000.0,-3215000000,18000000.0,-3197000000,-3197000000
23697,IBM,69543,USD,2022,Q4,2022-12-31,2023-02-28,2023-10-31,882363084.0,898664004.0,16691000000.0,-7058000000.0,9633000000.0,-6370000000.0,-4766000000.0,-1604000000.0,,3263000000.0,468000000.0,-313000000.0,3731000000.0,-418000000.0,3313000000,-444000000.0,2869000000,-159000000.0,2710000000,2710000000
23698,IBM,69543,USD,2023,Q1,2023-03-31,2023-04-25,2024-04-30,917800000.0,917800000.0,14252000000.0,-6742000000.0,7510000000.0,-6508000000.0,-4853000000.0,-1655000000.0,,1002000000.0,-122000000.0,-367000000.0,880000000.0,180000000.0,1060000000,-124000000.0,936000000,-7000000.0,929000000,929000000
23699,IBM,69543,USD,2023,Q2,2023-06-30,2023-07-25,2024-07-30,909900000.0,919500000.0,15475000000.0,-6974000000.0,8501000000.0,-6587000000.0,-4900000000.0,-1687000000.0,,1914000000.0,-162000000.0,-423000000.0,1752000000.0,248000000.0,2000000000,-419000000.0,1581000000,2000000.0,1583000000,1583000000
23700,IBM,69543,USD,2023,Q3,2023-09-30,2023-10-31,2024-10-30,912800000.0,923700000.0,14752000000.0,-6730000000.0,8022000000.0,-6143000000.0,-4458000000.0,-1685000000.0,,1879000000.0,-197000000.0,-412000000.0,1682000000.0,190000000.0,1872000000,-159000000.0,1713000000,-10000000.0,1703000000,1703000000
23701,IBM,69543,USD,2023,Q4,2023-12-31,2024-02-26,2024-10-30,917200000.0,933400000.0,17380000000.0,-7113000000.0,10267000000.0,-6539000000.0,-4791000000.0,-1748000000.0,,3728000000.0,648000000.0,-405000000.0,4376000000.0,-618000000.0,3758000000,-474000000.0,3284000000,3000000.0,3287000000,3287000000
23702,IBM,69543,USD,2024,Q1,2024-03-31,2024-04-30,2025-04-24,917200000.0,933400000.0,14461000000.0,-6719000000.0,7742000000.0,-6770000000.0,-4974000000.0,-1796000000.0,,972000000.0,-115000000.0,-432000000.0,857000000.0,216000000.0,1073000000,502000000.0,1575000000,30000000.0,1605000000,1605000000
23703,IBM,69543,USD,2024,Q2,2024-06-30,2024-07-30,2025-07-24,920300000.0,934400000.0,15769000000.0,-6819000000.0,8950000000.0,-6778000000.0,-4938000000.0,-1840000000.0,,2172000000.0,-194000000.0,-427000000.0,1978000000.0,241000000.0,2219000000,-389000000.0,1830000000,4000000.0,1834000000,1834000000
23704,IBM,69543,USD,2024,Q3,2024-09-30,2024-10-30,2025-10-23,923600000.0,938400000.0,14967000000.0,-6547000000.0,8420000000.0,-6787000000.0,-4911000000.0,-1876000000.0,,1633000000.0,-2673000000.0,-429000000.0,-1040000000.0,238000000.0,-802000000,485000000.0,-317000000,-13000000.0,-330000000,-330000000
24874,INTC,85652,USD,2019,Q4,2019-12-31,2020-01-24,2020-10-23,4319000000.0,4372000000.0,20209000000.0,-8331000000.0,11878000000.0,-4976000000.0,-1592000000.0,-3384000000.0,,6902000000.0,654000000.0,,7556000000.0,512000000.0,8068000000,-1163000000.0,6905000000,,6905000000,6905000000
